tree_id;stand_id;plot;stand_idplot;tag;species;year;year_count;tree_status;dbh;x_coord;AreaCookie;y_coord;size_cat
AV02001000006;AV02;10;AV0210;1353;ABAM;2008;31;6;12,8;14,55;128,6796351;22,23;small
AV02001000007;AV02;10;AV0210;1354;ABAM;2012;35;1;16,1;15,3;203,5830579;23,7;regular
AV02001000008;AV02;10;AV0210;1355;ABAM;1991;14;6;71,1;19,12;3970,35265;22,16;regular
AV02001000009;AV02;10;AV0210;1356;ABAM;1991;14;6;27;20,5;572,5552611;22,11;regular
AV02001000010;AV02;10;AV0210;1357;ABAM;2012;35;1;9,3;23,16;67,92908715;24,2;small
AV02001000011;AV02;10;AV0210;1358;ABAM;1991;14;6;6,2;24,27;30,1907054;22,98;small
AV02001000012;AV02;10;AV0210;1359;ABAM;2012;35;1;22,9;24,14;411,8706509;19,71;regular
AV02001000013;AV02;10;AV0210;1360;ABAM;2012;35;1;8,2;22,8;52,81017251;16,21;small
AV02001000014;AV02;10;AV0210;1361;ABAM;2012;35;1;32,7;21,67;839,8184021;16,81;regular
AV02001000015;AV02;10;AV0210;1362;ABAM;2012;35;1;76,9;18,75;4644,538433;16,07;regular
AV02001000016;AV02;10;AV0210;1363;ABAM;2012;35;1;10;4,83;78,53981634;18,43;small
AV02001000017;AV02;10;AV0210;1364;ABAM;2012;35;1;11,3;4,03;100,2874915;20,38;small
AV02001000018;AV02;10;AV0210;1365;ABAM;2012;35;1;55,4;3,69;2410,512627;17,88;regular
AV02001000019;AV02;10;AV0210;1371;TSHE;2012;35;1;62,2;2,18;3038,57983;10,66;regular
AV02001000020;AV02;10;AV0210;1373;TSHE;2012;35;1;116;6,22;10568,31769;10,05;regular
AV02001000021;AV02;10;AV0210;1374;ABAM;2012;35;6;8,1;9,7;51,5299735;11,26;small
AV02001000022;AV02;10;AV0210;1375;ABAM;2012;35;6;11,8;11;109,3588403;8,73;small
AV02001000023;AV02;10;AV0210;1377;ABAM;2012;35;1;17,4;12,13;237,787148;8,43;regular
AV02001000024;AV02;10;AV0210;1378;ABAM;2012;35;1;11,6;11,93;105,6831769;7,5;small
AV02001000025;AV02;10;AV0210;1380;ABAM;2012;35;1;20,6;14,93;333,2915646;11,06;regular
AV02001000026;AV02;10;AV0210;1381;ABAM;2012;35;1;18,7;14,45;274,6458838;9,04;regular
AV02001000027;AV02;10;AV0210;1382;ABAM;2001;24;6;8,7;16;59,44678699;8,31;small
AV02001000028;AV02;10;AV0210;1383;ABAM;2001;24;6;7;16,68;38,48451001;8,95;small
AV02001000029;AV02;10;AV0210;1384;TSHE;2012;35;1;13,9;17,37;151,7467792;8,56;small
AV02001000030;AV02;10;AV0210;1385;ABAM;2012;35;1;37,2;18,22;1086,865394;9,58;regular
AV02001000031;AV02;10;AV0210;1386;ABAM;2012;35;1;38,5;22,38;1164,156428;10,31;regular
AV02001000032;AV02;10;AV0210;1387;ABAM;2012;35;1;67,8;24,64;3610,349693;9,98;regular
AV02001000033;AV02;10;AV0210;1388;ABAM;2012;35;1;47,2;20,64;1749,741444;8,22;regular
AV02001000034;AV02;10;AV0210;1389;ABAM;2012;35;1;36,3;19,09;1034,911306;6;regular
AV02001000035;AV02;10;AV0210;1390;ABAM;2012;35;1;14,1;17,94;156,1450089;7,39;regular
AV02001000036;AV02;10;AV0210;1391;ABAM;2012;35;1;11,9;16,59;111,2202339;3,21;small
AV02001000037;AV02;10;AV0210;1393;ABAM;2012;35;1;16,2;15,85;206,119894;4,75;regular
AV02001000038;AV02;10;AV0210;1394;TSHE;2012;35;1;11,9;13,18;111,2202339;3,18;small
AV02001000039;AV02;10;AV0210;1395;TSHE;2012;35;1;23,6;12,47;437,4353611;3,47;regular
AV02001000040;AV02;10;AV0210;1396;ABAM;2012;35;1;16;12,63;201,0619298;6,91;regular
AV02001000041;AV02;10;AV0210;1397;TSHE;2012;35;1;6;12,09;28,27433388;5,85;small
AV02001000042;AV02;10;AV0210;1398;ABAM;2012;35;1;17,1;11,25;229,658277;4,8;regular
AV02001000043;AV02;10;AV0210;1399;ABAM;2008;31;6;7,8;9,88;47,78362426;5,39;small
AV02001000044;AV02;10;AV0210;1401;ABAM;2012;35;1;15,9;1,65;198,5565097;6,02;regular
AV02001000045;AV02;10;AV0210;1402;ABAM;2012;35;1;15;3,02;176,7145868;5,33;regular
AV02001000046;AV02;10;AV0210;1403;ABAM;2012;35;1;22,9;1,2;411,8706509;4,29;regular
AV02001000047;AV02;10;AV0210;1404;ABAM;2012;35;1;11,7;0,54;107,5131546;3,58;small
AV02001000048;AV02;10;AV0210;1405;ABAM;2012;35;1;24;0,4;452,3893421;0,91;regular
AV02001000049;AV02;10;AV0210;1406;TSHE;2012;35;1;26,1;2,7;535,0210829;0,65;regular
AV02001000050;AV02;10;AV0210;1407;ABAM;2012;35;1;80,7;3,58;5114,897685;1,1;regular
AV02001000051;AV02;10;AV0210;1408;PSME;2012;35;1;190,2;5,11;28412,59537;1,4;regular
AV02001000052;AV02;10;AV0210;1409;ABAM;2012;35;1;26,1;5,87;535,0210829;2,41;regular
AV02001000053;AV02;10;AV0210;1410;ABAM;2012;35;1;11,9;6,55;111,2202339;0,38;small
AV02001000054;AV02;10;AV0210;1411;ABAM;2012;35;1;11,2;7,95;98,52034562;0,39;small
AV02001000055;AV02;10;AV0210;1412;ABAM;2012;35;1;19,8;9,18;307,907496;1,05;regular
AV02001000056;AV02;10;AV0210;1413;ABAM;2012;35;1;21,7;11,09;369,8361412;3,53;regular
AV02001000057;AV02;10;AV0210;1414;ABAM;2012;35;1;11,1;11,74;96,76890771;3,12;small
AV02001000058;AV02;10;AV0210;1415;ABAM;2012;35;1;10,9;14,3;93,31315579;1,51;small
AV02001000059;AV02;10;AV0210;1416;TSHE;2001;24;6;106,5;16,09;8908,182319;0,87;regular
AV02001000060;AV02;10;AV0210;1417;TSHE;2012;35;1;19;21,62;283,528737;0,29;regular
AV02001000061;AV02;10;AV0210;1420;ABAM;1996;19;6;5,5;21,81;23,75829444;3,24;small
AV02001000062;AV02;10;AV0210;1421;ABAM;1996;19;6;6,4;22,95;32,16990877;2,87;small
AV02001000063;AV02;10;AV0210;1422;ABAM;2012;35;1;11,5;24,03;103,8689071;2,83;small
AV02001000064;AV02;10;AV0210;1423;ABAM;2001;24;6;11,1;22,75;96,76890771;1,24;small
AV02001000065;AV02;10;AV0210;1345;ABAM;2012;35;1;7,1;2,78;39,59192142;19,21;small
AV02001000066;AV02;10;AV0210;1366;ABAM;2012;35;6;7,7;3,6;46,56625711;18,82;small
AV02001000067;AV02;10;AV0210;1368;ABAM;2012;35;6;6,7;0,37;35,25652355;17,05;small
AV02001000068;AV02;10;AV0210;1369;ABAM;2012;35;1;12,8;2,84;128,6796351;16,54;small
AV02001000069;AV02;10;AV0210;1370;ABAM;2012;35;1;5,8;0,71;26,42079422;12,57;small
AV02001000070;AV02;10;AV0210;1372;ABAM;2012;35;1;6,5;4,76;33,1830724;11,51;small
AV02001000071;AV02;10;AV0210;1376;ABAM;2012;35;1;6,4;11,53;32,16990877;9,48;small
AV02001000072;AV02;10;AV0210;1379;ABAM;2012;35;1;5,6;13,9;24,6300864;10,25;small
AV02001000073;AV02;10;AV0210;1400;ABAM;2008;31;6;5,2;10,7;21,23716634;4,51;small
AV02001000074;AV02;10;AV0210;1418;ABAM;1996;19;6;5,7;19,92;25,51758633;0,79;small
AV02001000075;AV02;10;AV0210;1419;ABAM;2001;24;6;5,8;20,7;26,42079422;1,84;small
AV02001000076;AV02;10;AV0210;6512;TSHE;2012;35;6;5,5;11;23,75829444;6,13;small
AV02001000077;AV02;10;AV0210;6513;ABAM;2012;35;1;5,6;2,03;24,6300864;5,3;small
AV02001000078;AV02;10;AV0210;7604;ABAM;2012;35;1;8,8;2,88;60,82123377;16,43;small
AV02001000079;AV02;10;AV0210;7605;TSHE;2001;24;6;6;20,41;28,27433388;5,48;small
AV02001000080;AV02;10;AV0210;7607;TSHE;2012;35;1;6,8;10,44;36,31681108;1,88;small
AV02001000081;AV02;10;AV0210;7608;TSHE;2012;35;1;6,7;12,85;35,25652355;1,85;small
AV02001000082;AV02;10;AV0210;7609;ABAM;2012;35;1;7,4;13,62;43,00840343;2,25;small
AV02001000083;AV02;10;AV0210;7610;ABAM;2012;35;1;9,1;9,05;65,03882191;16,63;small
AV02001000084;AV02;10;AV0210;993;ABAM;2012;35;1;6,2;2,03;30,1907054;19,3;small
AV02001000085;AV02;10;AV0210;4024;ABAM;2012;35;6;5,3;17,66;22,06183441;6,84;small
AV02001000086;AV02;10;AV0210;4078;ABAM;2012;35;6;6,3;16,95;31,17245311;1,43;small
AV02001000087;AV02;10;AV0210;5002;ABAM;2012;35;1;8,2;20,38;52,81017251;6,44;small
AV02001000088;AV02;10;AV0210;5003;ABAM;2012;35;1;7,2;19,77;40,71504079;10,31;small
AV02001000089;AV02;10;AV0210;5004;ABAM;2012;35;1;5,7;19,31;25,51758633;11,13;small
AV02001000090;AV02;10;AV0210;5005;ABAM;2012;35;1;6,5;5,15;33,1830724;15,46;small
AV02001000091;AV02;10;AV0210;5006;TSHE;2012;35;1;8,3;20,8;54,10607948;22,51;small
AV02001000092;AV02;10;AV0210;5045;ABAM;2008;31;6;4,9;2,73;18,8574099;4,92;small
AV02001000093;AV02;10;AV0210;9323;ABAM;2012;35;1;6;17,14;28,27433388;21,51;small
AV02001000094;AV02;10;AV0210;9324;ABAM;2012;35;1;6,2;22,99;30,1907054;23,22;small
AV02001000095;AV02;10;AV0210;1614;ABAM;2012;35;1;6,2;18,91;30,1907054;22,73;small
AV02001000096;AV02;10;AV0210;1615;ABAM;2012;35;1;6,3;18,65;31,17245311;20,93;small
AV02001000097;AV02;10;AV0210;1648;ABAM;2012;35;1;5,4;21,32;22,90221044;21,89;small
AV02001000098;AV02;10;AV0210;2906;ABAM;2012;35;2;5,5;20,69;23,75829444;7,46;small
AV02001000099;AV02;10;AV0210;5547;TSHE;2017;40;2;5,7;18,53051236;25,51758633;5,562880353;small
AV02001000100;AV02;10;AV0210;5548;TSHE;2017;40;2;5;16,36948022;19,63495408;1,640920245;small
AV02001100001;AV02;11;AV0211;1424;ABAM;1983;6;6;16,1;28,72;203,5830579;46,64;regular
AV02001100002;AV02;11;AV0211;1425;TSHE;2012;35;1;66;33,1;3421,1944;45,37;regular
AV02001100003;AV02;11;AV0211;1426;TSHE;2012;35;1;117;37,84;10751,31546;48,92;regular
AV02001100004;AV02;11;AV0211;1427;TSHE;2012;35;1;66,1;43,35;3431,569509;47,2;regular
AV02001100005;AV02;11;AV0211;1428;ABAM;2012;35;1;12,3;47,86;118,8228881;48,5;small
AV02001100006;AV02;11;AV0211;1429;ABAM;2001;24;6;9,3;49,54;67,92908715;47,39;small
AV02001100007;AV02;11;AV0211;1430;TSHE;2012;35;1;75,6;44,64;4488,833247;46,14;regular
AV02001100008;AV02;11;AV0211;1431;ABAM;2008;31;6;9,7;39,02;73,89811319;44,4;small
AV02001100009;AV02;11;AV0211;1432;ABAM;2012;35;1;7,2;37,93;40,71504079;46,34;small
AV02001100010;AV02;11;AV0211;1433;ABAM;2012;35;1;6,8;26,48;36,31681108;43,81;small
AV02001100011;AV02;11;AV0211;1434;ABAM;2012;35;1;13,5;26,74;143,1388153;42,98;regular
AV02001100012;AV02;11;AV0211;1435;ABAM;2012;35;1;11;25,55;95,03317777;44,65;small
AV02001100013;AV02;11;AV0211;1436;ABAM;2012;35;1;17,6;27,25;243,2849351;39,23;regular
AV02001100014;AV02;11;AV0211;1437;TSHE;2012;35;1;112,4;33,78;9922,531901;38,25;regular
AV02001100015;AV02;11;AV0211;1438;ABAM;2012;35;1;9,1;35,98;65,03882191;39,7;small
AV02001100016;AV02;11;AV0211;1439;ABAM;2012;35;1;14,8;36,75;172,0336137;42,8;regular
AV02001100017;AV02;11;AV0211;1440;ABAM;1991;14;6;17,5;40,7;240,5281875;43,13;regular
AV02001100018;AV02;11;AV0211;1441;TSHE;2012;35;1;70,7;45,69;3925,804866;41,34;regular
AV02001100019;AV02;11;AV0211;1442;ABAM;2012;35;1;7,5;47,98;44,17864669;39,36;small
AV02001100020;AV02;11;AV0211;1443;ABAM;2012;35;1;8,2;46,78;52,81017251;37,6;small
AV02001100021;AV02;11;AV0211;1444;ABAM;1996;19;6;8,4;41,02;55,41769441;39,72;small
AV02001100022;AV02;11;AV0211;1445;ABAM;2012;35;1;14;39,54;153,93804;38,73;regular
AV02001100023;AV02;11;AV0211;1446;ABAM;1980;3;6;16;38,66;201,0619298;40,26;regular
AV02001100024;AV02;11;AV0211;1447;ABAM;2012;35;1;8,1;37,04;51,5299735;40,4;small
AV02001100025;AV02;11;AV0211;1448;ABAM;2012;35;1;13,6;38,02;145,2672443;37,66;small
AV02001100026;AV02;11;AV0211;1449;ABAM;2012;35;1;7,7;37,65;46,56625711;41,75;small
AV02001100027;AV02;11;AV0211;1450;ABAM;2012;35;6;34,8;27,46;951,1485918;35,58;regular
AV02001100028;AV02;11;AV0211;1451;ABAM;2012;35;6;16,4;27,87;211,24069;31,99;regular
AV02001100029;AV02;11;AV0211;1452;ABAM;2012;35;1;19,8;30,07;307,907496;34,73;regular
AV02001100030;AV02;11;AV0211;1453;ABAM;1982;5;6;5,8;38,48;26,42079422;38,92;small
AV02001100031;AV02;11;AV0211;1454;ABAM;1996;19;6;7;31,06;38,48451001;34,4;small
AV02001100032;AV02;11;AV0211;1455;ABAM;2012;35;9;7,4;33,75;43,00840343;35,37;small
AV02001100033;AV02;11;AV0211;1456;ABAM;2012;35;1;7,6;34,07;45,36459792;36,78;small
AV02001100034;AV02;11;AV0211;1457;ABAM;2012;35;1;8,4;37,16;55,41769441;32,95;small
AV02001100035;AV02;11;AV0211;1458;ABAM;2012;35;1;38,3;38,75;1152,092712;32,96;regular
AV02001100036;AV02;11;AV0211;1459;ABAM;2012;35;1;25,6;46,2;514,7185404;36,9;regular
AV02001100037;AV02;11;AV0211;1460;ABAM;2012;35;1;6,6;48,57;34,211944;37,03;small
AV02001100038;AV02;11;AV0211;1461;ABAM;2012;35;1;6;46,88;28,27433388;33,28;small
AV02001100039;AV02;11;AV0211;1462;ABAM;2012;35;1;28,7;45,69;646,9246132;32,14;regular
AV02001100040;AV02;11;AV0211;1463;ABAM;2012;35;1;8,5;41,63;56,74501731;33,32;small
AV02001100041;AV02;11;AV0211;1464;ABAM;2012;35;1;6,1;42,26;29,22466566;39,22;small
AV02001100042;AV02;11;AV0211;1465;ABAM;2012;35;1;13,5;39,9;143,1388153;30,42;small
AV02001100043;AV02;11;AV0211;1466;ABAM;2012;35;1;11,3;39,02;100,2874915;30,84;small
AV02001100044;AV02;11;AV0211;1467;ABAM;2012;35;1;20,5;34,59;330,0635782;29,69;regular
AV02001100045;AV02;11;AV0211;1468;ABAM;2012;35;1;62,5;35,61;3067,961576;31,73;regular
AV02001100046;AV02;11;AV0211;1469;ABAM;2012;35;9;5,3;33,26;22,06183441;30,5;small
AV02001100047;AV02;11;AV0211;1470;ABAM;2012;35;6;20,2;31,73;320,4738666;29,39;regular
AV02001100048;AV02;11;AV0211;1471;ABAM;2012;35;9;6,4;29,99;32,16990877;33,35;small
AV02001100049;AV02;11;AV0211;1472;ABAM;2012;35;9;19,2;30,37;289,529179;30,85;regular
AV02001100050;AV02;11;AV0211;1473;ABAM;2012;35;6;26,5;26;551,5458602;30,64;regular
AV02001100051;AV02;11;AV0211;1474;ABAM;2012;35;6;27,7;25,51;602,6281568;29,78;regular
AV02001100052;AV02;11;AV0211;1475;ABAM;2012;35;1;17,8;25,54;248,8455541;26,27;regular
AV02001100053;AV02;11;AV0211;1476;ABAM;2012;35;6;7,1;30,83;39,59192142;28,94;small
AV02001100054;AV02;11;AV0211;1477;ABAM;2012;35;6;34,1;31,84;913,2688384;28,54;regular
AV02001100055;AV02;11;AV0211;1478;ABAM;2012;35;1;9,5;30,57;70,88218425;25,88;small
AV02001100056;AV02;11;AV0211;1479;ABAM;2008;31;6;9,5;36,78;70,88218425;27,64;small
AV02001100057;AV02;11;AV0211;1480;ABAM;2012;35;1;6,9;36,45;37,39280656;26,44;small
AV02001100058;AV02;11;AV0211;1481;ABAM;2012;35;1;17,8;37,86;248,8455541;27,3;regular
AV02001100059;AV02;11;AV0211;1482;ABAM;2012;35;6;21,9;38,07;376,6848131;30,2;regular
AV02001100060;AV02;11;AV0211;1483;ABAM;2008;31;6;10,7;38,64;89,92023573;28,53;small
AV02001100061;AV02;11;AV0211;1484;ABAM;1991;14;6;5,9;38,95;27,33971007;29,03;small
AV02001100062;AV02;11;AV0211;1485;ABAM;2008;31;6;6,1;39,94;29,22466566;29,11;small
AV02001100063;AV02;11;AV0211;1486;ABAM;2008;31;6;9,9;39,21;76,97687399;28;small
AV02001100064;AV02;11;AV0211;1487;ABAM;2012;35;1;17,8;40,44;248,8455541;27,94;regular
AV02001100065;AV02;11;AV0211;1488;ABAM;2012;35;1;8;42,64;50,26548246;31,1;small
AV02001100066;AV02;11;AV0211;1489;ABAM;2012;35;1;14,3;42,84;160,6060704;31,99;small
AV02001100067;AV02;11;AV0211;1490;ABAM;2012;35;1;7,1;48,26;39,59192142;32,73;small
AV02001100068;AV02;11;AV0211;1491;ABAM;2012;35;1;6,2;47,69;30,1907054;31,84;small
AV02001100069;AV02;11;AV0211;1492;ABAM;1996;19;6;9;44,96;63,61725124;38,05;small
AV02001100070;AV02;11;AV0211;1493;ABAM;2012;35;1;12,4;48,86;120,7628216;31,36;small
AV02001100071;AV02;11;AV0211;1494;ABAM;2012;35;1;6,7;46,86;35,25652355;29,78;small
AV02001100072;AV02;11;AV0211;1495;ABAM;2012;35;1;17,6;45,3;243,2849351;30,92;regular
AV02001100073;AV02;11;AV0211;1496;ABAM;2012;35;1;18,1;45,45;257,3042923;29,51;regular
AV02001100074;AV02;11;AV0211;1497;ABAM;2012;35;1;21,9;43,67;376,6848131;27,71;regular
AV02001100075;AV02;11;AV0211;1498;ABAM;2012;35;1;16,2;40,77;206,119894;25,53;regular
AV02001100076;AV02;11;AV0211;1499;ABAM;1996;19;6;8,1;39,64;51,5299735;26,06;small
AV02001100077;AV02;11;AV0211;1500;ABAM;2012;35;1;21,8;45,69;373,2526232;26,09;regular
AV02001100078;AV02;11;AV0211;1501;ABAM;2012;35;1;34,5;46,49;934,820164;26,73;regular
AV02001100079;AV02;11;AV0211;1502;ABAM;2012;35;1;9,2;48,44;66,47610055;27,73;small
AV02001100080;AV02;11;AV0211;1504;ABAM;2012;35;1;7,1;46,36;39,59192142;25,34;small
AV02001100081;AV02;11;AV0211;7648;ABAM;2012;35;1;7;49,25;38,48451001;46,06;small
AV02001100082;AV02;11;AV0211;7649;ABAM;2012;35;6;5,5;35,56;23,75829444;33,57;small
AV02001100083;AV02;11;AV0211;9961;ABAM;2001;24;6;5,5;27,5;23,75829444;26,84;small
AV02001100084;AV02;11;AV0211;9971;ABAM;2012;35;1;5,9;36,3;27,33971007;31,95;small
AV02001100085;AV02;11;AV0211;5058;ABAM;2012;35;1;5,5;26,3;23,75829444;30,08;small
AV02001100086;AV02;11;AV0211;1527;ABAM;2012;35;1;5,8;34,78;26,42079422;40,78;small
AV02001100087;AV02;11;AV0211;2956;ABAM;2012;35;2;5,3;43,96;22,06183441;30,02;small
AV02001100088;AV02;11;AV0211;2957;ABAM;2012;35;2;5,5;27,84;23,75829444;31,87;small
AV02001100089;AV02;11;AV0211;5507;ABAM;2017;40;2;5,4;32,85109845;22,90221044;41,71670779;small
AV02001100090;AV02;11;AV0211;5528;ABAM;2017;40;2;5,9;29,83781558;27,33971007;31,40960806;small
AV02001100091;AV02;11;AV0211;5529;ABAM;2017;40;2;5,8;26,23394649;26,42079422;37,72363873;small
AV02001100092;AV02;11;AV0211;5530;ABAM;2017;40;2;6;26,9425;28,27433388;47,06188075;small
AV02001200001;AV02;12;AV0212;1506;ABAM;2012;35;1;7,5;46,68;44,17864669;22,75;small
AV02001200002;AV02;12;AV0212;1507;ABAM;2012;35;1;7,3;44,87;41,85386813;24,81;small
AV02001200003;AV02;12;AV0212;1508;ABAM;2012;35;1;13,8;43,21;149,5712262;24,06;small
AV02001200004;AV02;12;AV0212;1509;ABAM;2012;35;6;10,2;41,37;81,71282492;23,38;small
AV02001200005;AV02;12;AV0212;1510;ABAM;2012;35;1;10,8;39,53;91,60884178;24,89;small
AV02001200006;AV02;12;AV0212;1511;ABAM;2012;35;1;14,8;39;172,0336137;23,91;regular
AV02001200007;AV02;12;AV0212;1512;ABAM;2012;35;1;8,4;38,24;55,41769441;24,83;small
AV02001200008;AV02;12;AV0212;1513;ABAM;2012;35;1;27,1;37,88;576,8042652;24;regular
AV02001200009;AV02;12;AV0212;1514;ABAM;2012;35;1;7,3;37,24;41,85386813;24,64;small
AV02001200010;AV02;12;AV0212;1515;ABAM;2012;35;1;24,2;37,83;459,9605804;22,43;regular
AV02001200011;AV02;12;AV0212;1516;ABAM;2012;35;1;7,9;34,25;49,01669938;21,6;small
AV02001200012;AV02;12;AV0212;1517;ABAM;2012;35;1;32,3;33,3;819,3980499;22,6;regular
AV02001200013;AV02;12;AV0212;1518;ABAM;2012;35;1;15;30,75;176,7145868;24,73;regular
AV02001200014;AV02;12;AV0212;1519;ABAM;2012;35;1;7,7;29,69;46,56625711;24,77;small
AV02001200015;AV02;12;AV0212;1520;ABAM;2012;35;1;32,8;27,46;844,9627601;22,47;regular
AV02001200016;AV02;12;AV0212;1521;ABAM;2012;35;1;55,4;25,61;2410,512627;20,82;regular
AV02001200017;AV02;12;AV0212;1522;ABAM;2012;35;1;17,5;30,69;240,5281875;21,79;regular
AV02001200018;AV02;12;AV0212;1523;ABAM;2012;35;1;9,7;45,89;73,89811319;16,75;small
AV02001200019;AV02;12;AV0212;1524;ABAM;2012;35;1;8,7;42,97;59,44678699;17,44;small
AV02001200020;AV02;12;AV0212;1525;TSHE;2012;35;1;97;41,49;7389,811319;18,08;regular
AV02001200021;AV02;12;AV0212;1526;ABAM;2012;35;1;8,6;41,58;58,08804816;19,61;small
AV02001200022;AV02;12;AV0212;1527;ABAM;2012;35;1;10,9;40,53;93,31315579;19,78;small
AV02001200023;AV02;12;AV0212;1528;ABAM;2012;35;1;7,4;36,53;43,00840343;19,71;small
AV02001200024;AV02;12;AV0212;1529;TSHE;2012;35;1;34,3;37,47;924,0130853;15,52;regular
AV02001200025;AV02;12;AV0212;1530;TSHE;2012;35;1;56,5;31,79;2507,187287;17,38;regular
AV02001200026;AV02;12;AV0212;1531;ABAM;2008;31;6;5,6;31,2;24,6300864;18,49;small
AV02001200027;AV02;12;AV0212;1532;ABAM;2012;35;1;22,8;28,93;408,2813813;19,68;regular
AV02001200028;AV02;12;AV0212;1533;ABAM;2008;31;6;13,9;28,05;151,7467792;18,7;small
AV02001200029;AV02;12;AV0212;1534;ABAM;2012;35;1;29,4;27,1;678,8667565;12,5;regular
AV02001200030;AV02;12;AV0212;1535;ABAM;2012;35;1;11,2;35,53;98,52034562;13,18;small
AV02001200031;AV02;12;AV0212;1536;ABAM;2012;35;1;67,2;37,35;3546,732442;14,27;regular
AV02001200032;AV02;12;AV0212;1537;ABAM;2012;35;1;11;38,13;95,03317777;12,57;small
AV02001200033;AV02;12;AV0212;1538;TSHE;2012;35;1;14,5;39,81;165,1299639;11,76;small
AV02001200034;AV02;12;AV0212;1539;ABAM;2012;35;1;8,2;39,63;52,81017251;13,38;small
AV02001200035;AV02;12;AV0212;1540;ABAM;2001;24;6;7,9;40,89;49,01669938;13,69;small
AV02001200036;AV02;12;AV0212;1541;ABAM;1987;10;6;6,3;41,42;31,17245311;14,46;small
AV02001200037;AV02;12;AV0212;1543;ABAM;2012;35;1;13,2;44,43;136,847776;13,2;small
AV02001200038;AV02;12;AV0212;1544;ABAM;2012;35;1;21,2;47,67;352,9893506;14,77;regular
AV02001200039;AV02;12;AV0212;1545;ABAM;2012;35;1;11,8;47,26;109,3588403;13,29;small
AV02001200040;AV02;12;AV0212;1546;ABAM;2012;35;1;6,3;45,95;31,17245311;12,22;small
AV02001200041;AV02;12;AV0212;1547;ABAM;2001;24;6;5,3;46,8;22,06183441;11,83;small
AV02001200042;AV02;12;AV0212;1548;ABAM;2012;35;1;95,6;45,76;7178,036559;10,7;regular
AV02001200043;AV02;12;AV0212;1549;ABAM;1982;5;6;6,2;45,46;30,1907054;11,5;small
AV02001200044;AV02;12;AV0212;1550;ABAM;1991;14;6;7,1;44,63;39,59192142;11,89;small
AV02001200045;AV02;12;AV0212;1551;ABAM;2012;35;1;20,6;48,94;333,2915646;9,28;regular
AV02001200047;AV02;12;AV0212;1553;ABAM;2012;35;1;24,6;45,91;475,2915526;8,11;regular
AV02001200048;AV02;12;AV0212;1554;ABAM;2012;35;1;20,5;45,77;330,0635782;9,67;regular
AV02001200049;AV02;12;AV0212;1555;ABAM;2012;35;1;11;44,82;95,03317777;9,72;small
AV02001200050;AV02;12;AV0212;1556;ABAM;2012;35;1;27,6;33,38;598,2849049;9,04;regular
AV02001200051;AV02;12;AV0212;1557;ABAM;2012;35;1;7,5;34,09;44,17864669;9,03;small
AV02001200052;AV02;12;AV0212;1558;ABAM;2012;35;1;9,7;30,57;73,89811319;10,81;small
AV02001200053;AV02;12;AV0212;1559;ABAM;1996;19;6;6,4;30,52;32,16990877;9,47;small
AV02001200054;AV02;12;AV0212;1560;ABAM;2012;35;1;37,8;30,47;1122,208312;6,56;regular
AV02001200055;AV02;12;AV0212;1561;TSHE;2012;35;6;95,7;26,47;7193,061225;6,51;regular
AV02001200056;AV02;12;AV0212;1563;ABAM;2012;35;1;15,5;36,61;188,6919088;7,47;regular
AV02001200057;AV02;12;AV0212;1564;ABAM;2008;31;6;13,1;36,15;134,7821788;5,87;small
AV02001200058;AV02;12;AV0212;1565;ABAM;2012;35;1;11,2;37,31;98,52034562;5,96;small
AV02001200059;AV02;12;AV0212;1566;ABAM;2012;35;1;7,2;38,57;40,71504079;5,7;small
AV02001200060;AV02;12;AV0212;1567;ABAM;2012;35;1;8,6;40,5;58,08804816;6,28;small
AV02001200061;AV02;12;AV0212;1568;ABAM;2012;35;1;18,9;42,37;280,5520779;8,02;regular
AV02001200062;AV02;12;AV0212;1569;ABAM;1991;14;6;6,1;44,81;29,22466566;8,93;small
AV02001200063;AV02;12;AV0212;1570;ABAM;2012;35;1;19,3;43,97;292,5529619;5,74;regular
AV02001200064;AV02;12;AV0212;1571;ABAM;1996;19;6;5,3;45,37;22,06183441;5,94;small
AV02001200065;AV02;12;AV0212;1572;ABAM;2008;31;6;6,1;45,88;29,22466566;7,1;small
AV02001200066;AV02;12;AV0212;1573;ABAM;1996;19;6;47,9;46,68;1802,0254;6,36;regular
AV02001200067;AV02;12;AV0212;1574;ABAM;2012;35;1;18,9;48,45;280,5520779;7,5;regular
AV02001200068;AV02;12;AV0212;1575;ABAM;1996;19;6;6;47,77;28,27433388;8,2;small
AV02001200069;AV02;12;AV0212;1576;ABAM;2012;35;1;16,7;48,23;219,0396938;5,5;regular
AV02001200070;AV02;12;AV0212;1577;ABAM;2012;35;1;10,5;49,43;86,59014751;4,75;small
AV02001200071;AV02;12;AV0212;1578;ABAM;2012;35;1;11,1;48,77;96,76890771;4,39;small
AV02001200072;AV02;12;AV0212;1579;ABAM;2012;35;1;6,9;47,66;37,39280656;3,82;small
AV02001200073;AV02;12;AV0212;1580;ABAM;2012;35;1;23,7;46,85;441,1502944;4,36;regular
AV02001200074;AV02;12;AV0212;1581;ABAM;2012;35;1;10,5;45,97;86,59014751;4,2;small
AV02001200075;AV02;12;AV0212;1583;ABAM;2012;35;1;11,6;44,03;105,6831769;4,25;small
AV02001200076;AV02;12;AV0212;1584;ABAM;2012;35;1;17,1;42,48;229,658277;4,57;regular
