tree_id;stand_id;plot;stand_idplot;tag;species;year;year_count;tree_status;dbh;x_coord;AreaCookie;y_coord;size_cat
AG05000800004;AG05;8;AG058;4916;ABAM;2008;31;6;35,8;96,24;1006,597702;65,08;regular
AG05000800005;AG05;8;AG058;4917;THPL;2012;35;1;36,8;94,08;1063,617609;69,55;regular
AG05000800006;AG05;8;AG058;4918;THPL;2012;35;1;80,4;92,67;5076,939392;69,65;regular
AG05000800007;AG05;8;AG058;4919;TSHE;2012;35;1;46,4;86,45;1690,93083;68,19;regular
AG05000800008;AG05;8;AG058;4920;TSHE;2012;35;1;41,5;81,02;1352,651987;68,72;regular
AG05000800009;AG05;8;AG058;4921;ABAM;2012;35;1;30,1;78,6;711,57859;66,44;regular
AG05000800010;AG05;8;AG058;4922;ABAM;2012;35;1;19,7;86,46;304,8051732;64,84;regular
AG05000800011;AG05;8;AG058;4923;THPL;2012;35;1;54,6;91,74;2341,397589;61,54;regular
AG05000800012;AG05;8;AG058;4924;TSHE;2012;35;1;27,9;96,8;611,3617844;61,53;regular
AG05000800013;AG05;8;AG058;4925;THPL;2012;35;1;34,3;93,52;924,0130853;57,28;regular
AG05000800014;AG05;8;AG058;4926;THPL;2012;35;1;60,9;92,18;2912,892562;54,21;regular
AG05000800015;AG05;8;AG058;4927;THPL;2012;35;1;37,4;87,76;1098,583535;58,81;regular
AG05000800016;AG05;8;AG058;4928;TSHE;2012;35;1;20,7;85,49;336,535259;58,92;regular
AG05000800017;AG05;8;AG058;4929;ABAM;2012;35;1;53,8;79,84;2273,28786;58,35;regular
AG05000800018;AG05;8;AG058;4930;THPL;2012;35;1;65,6;76,55;3379,85104;57,97;regular
AG05000800019;AG05;8;AG058;4931;ABAM;1993;16;6;15,8;75;196,0667975;53,62;regular
AG05000800020;AG05;8;AG058;4932;TABR;2012;35;1;18,1;77,37;257,3042923;54,04;regular
AG05000800021;AG05;8;AG058;4933;ABAM;2012;35;1;46,9;75,23;1727,569654;51,09;regular
AG05000800022;AG05;8;AG058;4934;ABAM;2012;35;1;26;80,74;530,9291585;52,31;regular
AG05000800023;AG05;8;AG058;4935;TSHE;2012;35;1;27,3;81,7;585,3493972;52,74;regular
AG05000800024;AG05;8;AG058;4936;ABAM;2008;31;6;19,3;85,02;292,5529619;52,83;regular
AG05000800025;AG05;8;AG058;4937;ABAM;2012;35;1;49,7;84,43;1940,004149;53,91;regular
AG05000800026;AG05;8;AG058;4938;ABAM;2008;31;6;66,1;79,39;3431,569509;56,42;regular
AG05000800027;AG05;8;AG058;4939;THPL;2012;35;1;68,5;86,08;3685,284532;54,15;regular
AG05000800028;AG05;8;AG058;4940;ABAM;2012;35;1;29,1;91,41;665,0830187;52;regular
AG05000800029;AG05;8;AG058;4941;TSHE;2012;35;1;70,3;96,74;3881,508409;50,47;regular
AG05000800030;AG05;8;AG058;4942;ABAM;2012;35;1;28,1;92,3;620,1582438;50,31;regular
AG05000800031;AG05;8;AG058;266;ABAM;2012;35;1;17,3;93,38;235,0618163;55,19;regular
AG05000800032;AG05;8;AG058;57;TSHE;2012;35;1;17,9;81,5;251,6494255;59,5;regular
AG05000800033;AG05;8;AG058;2127;TSHE;2017;40;2;19,3;91,41910425;292,5529619;50,75803337;regular
AG05000900001;AG05;9;AG059;802;TSHE;2012;35;1;52;89,88;2123,716634;44,48;regular
AG05000900002;AG05;9;AG059;803;ABAM;2008;31;6;13;83,15;132,7322896;39,77;small
AG05000900003;AG05;9;AG059;804;ABAM;2012;35;1;13,3;93,28;138,9290811;33,95;small
AG05000900004;AG05;9;AG059;4943;TABR;2012;35;1;10,8;76,98;91,60884178;47,68;small
AG05000900005;AG05;9;AG059;4944;TSHE;2012;35;1;26,5;79,17;551,5458602;48,78;regular
AG05000900006;AG05;9;AG059;4945;TSHE;2012;35;1;12;81,71;113,0973355;46,39;small
AG05000900007;AG05;9;AG059;4946;TSHE;1998;21;6;16,2;84,98;206,119894;47,08;regular
AG05000900008;AG05;9;AG059;4947;TSHE;2012;35;1;12,2;87,55;116,8986626;47,7;small
AG05000900009;AG05;9;AG059;4948;TSHE;2012;35;1;9,7;86,74;73,89811319;48,88;small
AG05000900010;AG05;9;AG059;4949;ABAM;1983;6;6;54;89,78;2290,221044;47,4;regular
AG05000900011;AG05;9;AG059;4950;TSHE;1993;16;6;6,8;91,49;36,31681108;49,64;small
AG05000900012;AG05;9;AG059;4951;TSHE;2012;35;1;19,3;90,58;292,5529619;46,98;regular
AG05000900013;AG05;9;AG059;4952;TABR;2012;35;1;8,3;95,18;54,10607948;49,28;small
AG05000900014;AG05;9;AG059;4953;ABAM;1993;16;6;78,5;95,17;4839,819832;47,12;regular
AG05000900015;AG05;9;AG059;4954;TABR;2012;35;1;23;96,56;415,4756284;45,21;regular
AG05000900016;AG05;9;AG059;4955;ABAM;2012;35;1;50;98,08;1963,495408;42,25;regular
AG05000900017;AG05;9;AG059;4956;TSHE;2012;35;1;8,1;96,85;51,5299735;41,39;small
AG05000900018;AG05;9;AG059;4957;TSHE;2017;40;1;8,2;96,64548947;52,81017251;39,07791978;small
AG05000900019;AG05;9;AG059;4958;TSHE;2012;35;1;12,9;96,44;130,6981084;39,08;small
AG05000900020;AG05;9;AG059;4959;TSHE;1993;16;6;9;94,55;63,61725124;39,8;small
AG05000900021;AG05;9;AG059;4960;TSHE;2012;35;1;16,3;95,99;208,672438;37,81;regular
AG05000900022;AG05;9;AG059;4961;TSHE;2012;35;1;19,1;94,84;286,521104;38,56;regular
AG05000900023;AG05;9;AG059;4962;ABAM;1983;6;6;48,6;92,96;1855,079046;38,61;regular
AG05000900024;AG05;9;AG059;4963;TSHE;2012;35;1;17,6;90,71;243,2849351;39,7;regular
AG05000900025;AG05;9;AG059;4964;TSHE;2012;35;1;8,1;90,68;51,5299735;40,97;small
AG05000900026;AG05;9;AG059;4965;THPL;2012;35;1;80,1;88,21;5039,12247;40,89;regular
AG05000900027;AG05;9;AG059;4966;TSHE;2012;35;1;12;86,59;113,0973355;43,05;small
AG05000900028;AG05;9;AG059;4967;PSME;2012;35;1;124,7;84,7;12213,01213;42,01;regular
AG05000900029;AG05;9;AG059;4968;ABAM;2012;35;1;29,3;81,45;674,2564693;42,62;regular
AG05000900030;AG05;9;AG059;4969;TABR;2017;40;1;15,4;80,39246474;186,2650284;42,05962104;regular
AG05000900031;AG05;9;AG059;4970;ABAM;2012;35;1;47,1;79,08;1742,33514;42,05;regular
AG05000900032;AG05;9;AG059;4971;TSHE;2012;35;1;20,5;78,4;330,0635782;42,25;regular
AG05000900033;AG05;9;AG059;4972;TSHE;2012;35;1;23,3;75,3;426,3848089;42,94;regular
AG05000900034;AG05;9;AG059;4973;THPL;2012;35;1;64,3;74,91;3247,220853;41,1;regular
AG05000900035;AG05;9;AG059;4974;ABAM;2012;35;1;65,3;74,86;3349,008455;39,15;regular
AG05000900036;AG05;9;AG059;4975;ABAM;1981;4;6;11,5;75,54;103,8689071;37,4;small
AG05000900037;AG05;9;AG059;4976;TSHE;2012;35;1;16,2;75,69;206,119894;35,06;regular
AG05000900038;AG05;9;AG059;4977;ABAM;2012;35;1;52,1;80,63;2131,892629;38,66;regular
AG05000900039;AG05;9;AG059;4978;TABR;2012;35;1;11,1;82,97;96,76890771;36,71;small
AG05000900040;AG05;9;AG059;4979;ABAM;2012;35;1;10;85,56;78,53981634;36,2;small
AG05000900041;AG05;9;AG059;4980;ABAM;1998;21;6;13,3;88,35;138,9290811;36,88;small
AG05000900042;AG05;9;AG059;4981;TSHE;2012;35;1;19;87,27;283,528737;40,02;regular
AG05000900043;AG05;9;AG059;4982;ABAM;2012;35;1;21,2;88,74;352,9893506;36,02;regular
AG05000900044;AG05;9;AG059;4983;ABAM;2012;35;1;43,6;92,28;1493,010493;36,11;regular
AG05000900046;AG05;9;AG059;4985;THPL;2012;35;1;14,9;95,81;174,3662463;33,84;regular
AG05000900047;AG05;9;AG059;4987;ABAM;2012;35;1;9,6;98,48;72,38229474;30,26;small
AG05000900048;AG05;9;AG059;4988;ABAM;2008;31;6;30;94,96;706,8583471;33,05;regular
AG05000900049;AG05;9;AG059;4989;TSHE;2012;35;1;11,7;98,26;107,5131546;26,73;small
AG05000900050;AG05;9;AG059;4990;ABAM;2012;35;1;11,3;96,62;100,2874915;26,33;small
AG05000900051;AG05;9;AG059;4991;TABR;2012;35;1;6,8;95,46;36,31681108;26,48;small
AG05000900052;AG05;9;AG059;4992;ABAM;1993;16;6;12,8;95,05;128,6796351;28,74;small
AG05000900053;AG05;9;AG059;4993;ABAM;2008;31;6;29,6;95,39;688,1344548;30,02;regular
AG05000900054;AG05;9;AG059;4994;ABAM;2012;35;1;10,5;92,08;86,59014751;27,87;small
AG05000900055;AG05;9;AG059;4995;ABAM;2012;35;1;17,5;89,08;240,5281875;27,83;regular
AG05000900056;AG05;9;AG059;4997;ABAM;2012;35;1;19,3;86,71;292,5529619;30,21;regular
AG05000900057;AG05;9;AG059;4998;ABAM;2012;35;1;15,4;85,84;186,2650284;31,67;regular
AG05000900058;AG05;9;AG059;4999;ABAM;2008;31;6;7,2;86,56;40,71504079;32,33;small
AG05000900059;AG05;9;AG059;5000;ABAM;2012;35;1;15,5;86,2;188,6919088;33,16;regular
AG05000900060;AG05;9;AG059;5001;ABAM;2012;35;1;57,6;84,85;2605,762611;34,53;regular
AG05000900061;AG05;9;AG059;5002;ABAM;2012;35;1;43,8;83,48;1506,739253;29,71;regular
AG05000900062;AG05;9;AG059;5003;TSHE;2012;35;1;22,9;82,29;411,8706509;29,49;regular
AG05000900063;AG05;9;AG059;5004;ABAM;2012;35;1;19;82,77;283,528737;31,25;regular
AG05000900064;AG05;9;AG059;5005;ABAM;2012;35;6;8,2;81,46;52,81017251;33,08;small
AG05000900065;AG05;9;AG059;5006;TSHE;2012;35;1;18,8;80,78;277,5911269;32,27;regular
AG05000900066;AG05;9;AG059;5007;ABAM;2012;35;1;47,3;80,76;1757,163457;32,28;regular
AG05000900067;AG05;9;AG059;5008;ABAM;2012;35;1;13,8;78,98;149,5712262;33,41;small
AG05000900068;AG05;9;AG059;5009;ABAM;1993;16;6;14,1;78,97;156,1450089;31,99;small
AG05000900069;AG05;9;AG059;5010;ABAM;2012;35;1;19;75,45;283,528737;31,03;regular
AG05000900070;AG05;9;AG059;5011;THPL;2012;35;1;113,9;75,64;10189,13531;29,76;regular
AG05000900071;AG05;9;AG059;5012;TSHE;2012;35;1;7,1;75,83;39,59192142;28,49;small
AG05000900072;AG05;9;AG059;5013;TSHE;2012;35;1;27,9;77,23;611,3617844;27,89;regular
AG05000900073;AG05;9;AG059;5014;ABAM;2012;35;1;16,7;77,21;219,0396938;26,42;regular
AG05000900074;AG05;9;AG059;5015;TSHE;2012;35;1;12,9;81,06;130,6981084;29,47;small
AG05000900075;AG05;9;AG059;1893;TSHE;1993;16;6;8,7;95,92;59,44678699;42,52;small
AG05000900076;AG05;9;AG059;1894;TSHE;2012;35;1;9,4;93,66;69,39778172;38,71;small
AG05000900077;AG05;9;AG059;1895;TSHE;2012;35;1;11,6;96,61;105,6831769;31,59;small
AG05000900078;AG05;9;AG059;1896;ABAM;1998;21;6;5,8;84,21;26,42079422;33,35;small
AG05000900079;AG05;9;AG059;91;TSHE;2012;35;1;9;98,08;63,61725124;40,91;small
AG05000900081;AG05;9;AG059;93;TSHE;2012;35;1;10,1;99,28;80,11846665;40,67;small
AG05000900082;AG05;9;AG059;94;TSHE;2012;35;1;8,8;98,32;60,82123377;35,8;small
AG05000900083;AG05;9;AG059;95;TSHE;2012;35;1;8;90,63;50,26548246;32,47;small
AG05000900084;AG05;9;AG059;96;TSHE;2012;35;1;8;91,11;50,26548246;31,99;small
AG05000900085;AG05;9;AG059;97;TSHE;2012;35;1;12,2;91,83;116,8986626;31,27;small
AG05000900086;AG05;9;AG059;98;TSHE;2012;35;1;8,2;79,81;52,81017251;29,58;small
AG05000900087;AG05;9;AG059;99;TSHE;2012;35;1;8,8;78,61;60,82123377;31,15;small
AG05000900088;AG05;9;AG059;3631;TABR;2012;35;1;6,2;79,84;30,1907054;34,7;small
AG05000900089;AG05;9;AG059;3763;TSHE;2012;35;1;6,8;93,94;36,31681108;38,32;small
AG05000900090;AG05;9;AG059;3764;TSHE;2012;35;1;8;94,85;50,26548246;36,02;small
AG05000900091;AG05;9;AG059;3765;TABR;2008;31;6;7,9;93,5;49,01669938;29,41;small
AG05000900092;AG05;9;AG059;411;TSHE;2012;35;1;7,2;83,89;40,71504079;40,07;small
AG05000900093;AG05;9;AG059;412;TSHE;2012;35;1;6,3;81,89;31,17245311;42,83;small
AG05000900094;AG05;9;AG059;413;TSHE;2012;35;1;5,8;84,56;26,42079422;35,15;small
AG05000900095;AG05;9;AG059;414;TSHE;2012;35;1;8,1;94,08;51,5299735;29,41;small
AG05000900096;AG05;9;AG059;415;TSHE;2012;35;1;7,6;94,85;45,36459792;29,12;small
AG05000900097;AG05;9;AG059;416;TSHE;2012;35;1;6,5;93,21;33,1830724;32,12;small
AG05000900098;AG05;9;AG059;2342;TSHE;2012;35;1;7,5;73,8;44,17864669;33,07;small
AG05000900099;AG05;9;AG059;2798;TSHE;2017;40;1;5,3;78,82890485;22,06183441;32,08967468;small
AG05000900100;AG05;9;AG059;2959;TSHE;2012;35;1;5,9;84,66;27,33971007;33,18;small
AG05000900101;AG05;9;AG059;2128;TSHE;2017;40;2;9,7;86,49498551;73,89811319;50,35681309;small
AG05000900102;AG05;9;AG059;2129;TSHE;2017;40;2;9,4;79,63653574;69,39778172;26,80742103;small
AG05000900103;AG05;9;AG059;2130;TSHE;2017;40;2;5,1;78,83753408;20,42820623;26,99005168;small
AG05000900104;AG05;9;AG059;2145;TSHE;2017;40;2;6,3;83,35196239;31,17245311;27,66350138;small
AG05000900105;AG05;9;AG059;2174;TSHE;2017;40;2;6,1;93,63022457;29,22466566;33,42077966;small
AG05001000001;AG05;10;AG0510;805;THPL;2012;35;6;36,3;86,82;1034,911306;9,27;regular
AG05001000002;AG05;10;AG0510;5017;ABAM;1993;16;6;25,6;85,05;514,7185404;22,61;regular
AG05001000003;AG05;10;AG0510;5018;TSHE;2012;35;1;33,4;87,06;876,1587752;23,15;regular
AG05001000004;AG05;10;AG0510;5019;ABAM;2017;40;1;66,5;90,42373546;3473,227028;18,55247622;regular
AG05001000005;AG05;10;AG0510;5020;TSHE;2012;35;1;31,1;97,05;759,6449576;22,85;regular
AG05001000006;AG05;10;AG0510;5021;ABAM;2012;35;1;79,6;98,48;4976,408427;17,66;regular
AG05001000007;AG05;10;AG0510;5022;ABAM;1998;21;6;46,9;92,44;1727,569654;15,61;regular
AG05001000008;AG05;10;AG0510;5023;ABAM;2012;35;1;20,1;91,72;317,308712;14,01;regular
AG05001000009;AG05;10;AG0510;5024;ABAM;2012;35;1;27,6;86,86;598,2849049;12,53;regular
AG05001000010;AG05;10;AG0510;5025;TSHE;2012;35;1;37,3;84,14;1092,716611;18,77;regular
AG05001000011;AG05;10;AG0510;5026;TSHE;2012;35;1;47,5;78,61;1772,054606;20,17;regular
AG05001000012;AG05;10;AG0510;5027;TSHE;2012;35;1;20,6;82,57;333,2915646;9,62;regular
AG05001000013;AG05;10;AG0510;5028;THPL;2012;35;1;69,1;85,64;3750,127005;6,82;regular
AG05001000014;AG05;10;AG0510;5029;THPL;2012;35;1;74,3;86,75;4335,782707;7,51;regular
AG05001000015;AG05;10;AG0510;5030;ABAM;1993;16;6;51,4;91,95;2074,990532;5,54;regular
AG05001000016;AG05;10;AG0510;5031;ABAM;2012;35;1;36,6;97,68;1052,087964;9,48;regular
AG05001000017;AG05;10;AG0510;5032;ABAM;2012;35;1;69,4;98,95;3782,760298;12,07;regular
AG05001000018;AG05;10;AG0510;5033;ABAM;2012;35;1;69,2;91;3760,989061;11,01;regular
AG05001000019;AG05;10;AG0510;5034;TSHE;2012;35;1;27,5;82,34;593,9573611;3,16;regular
AG05001000020;AG05;10;AG0510;5035;THPL;2012;35;1;81,9;82,16;5268,144575;2,12;regular
AG05001000021;AG05;10;AG0510;5036;TSHE;2012;35;1;30,8;80,29;745,0601137;6,01;regular
AG05001000022;AG05;10;AG0510;1701;TSHE;2012;35;6;18,4;80,6;265,9044022;15,48;regular
AG05001000023;AG05;10;AG0510;101;TSHE;2012;35;1;22,7;97,96;404,7078196;12,56;regular
AG05001000024;AG05;10;AG0510;105;TSHE;2012;35;1;21;83,17;346,3605901;7,37;regular
AG05001000025;AG05;10;AG0510;106;TSHE;2012;35;1;21,5;78;363,050301;5;regular
AG05001000026;AG05;10;AG0510;408;TSHE;2012;35;1;20,5;89,9;330,0635782;11,32;regular
AG05001000027;AG05;10;AG0510;410;ABAM;2017;40;1;17,1;100,1076472;229,658277;7,002698768;regular
AG05001000028;AG05;10;AG0510;2585;TSHE;2012;35;1;22,7;82,53;404,7078196;13,19;regular
AG05001000029;AG05;10;AG0510;2777;TSHE;2012;35;1;17;93,62;226,9800692;5,15;regular
AG05001000030;AG05;10;AG0510;2435;ABAM;2012;35;2;16,3;77,33;208,672438;8,83;regular
AG05001100001;AG05;11;AG0511;5037;TSHE;2012;35;1;29,6;70,37;688,1344548;44,45;regular
AG05001100002;AG05;11;AG0511;5038;TSHE;2012;35;1;21,1;68,88;349,6671163;49,49;regular
AG05001100003;AG05;11;AG0511;5039;PSME;2012;35;1;129,3;58,31;13130,67134;48,11;regular
AG05001100004;AG05;11;AG0511;5040;ABAM;2012;35;1;24,1;57,66;456,1671073;43,47;regular
AG05001100005;AG05;11;AG0511;5041;ABAM;2008;31;6;50,7;50,8;2018,858125;42,24;regular
AG05001100006;AG05;11;AG0511;5043;THPL;2012;35;1;50,1;54,46;1971,357244;39,84;regular
AG05001100007;AG05;11;AG0511;5044;THPL;2012;35;1;98,5;57,44;7620,129331;39,26;regular
AG05001100008;AG05;11;AG0511;5045;TSHE;2012;35;1;26,7;60,91;559,9024967;40,76;regular
AG05001100009;AG05;11;AG0511;5046;ABAM;1981;4;6;17,5;62,98;240,5281875;42,42;regular
AG05001100010;AG05;11;AG0511;5047;ABAM;2008;31;6;30,5;66,43;730,6166415;37,62;regular
AG05001100011;AG05;11;AG0511;5048;ABAM;2012;35;1;64,7;68,25;3287,747398;33,36;regular
AG05001100012;AG05;11;AG0511;5049;ABAM;2012;35;1;24,5;72,39;471,4352476;37,99;regular
AG05001100013;AG05;11;AG0511;5050;ABAM;2012;35;1;62,6;73,41;3077,786907;40,29;regular
AG05001100014;AG05;11;AG0511;5051;ABAM;2012;35;6;67,6;72,56;3589,081111;31,01;regular
AG05001100015;AG05;11;AG0511;5052;TSHE;2012;35;1;24;73,8;452,3893421;28,54;regular
AG05001100016;AG05;11;AG0511;5053;TABR;2012;35;1;22,5;69,53;397,6078202;29,46;regular
AG05001100017;AG05;11;AG0511;5054;ABAM;2008;31;6;42,9;64,28;1445,454634;32,4;regular
AG05001100018;AG05;11;AG0511;5056;TSHE;1993;16;6;35,7;57,81;1000,982105;26,17;regular
AG05001100019;AG05;11;AG0511;5057;PSME;2012;35;1;120,4;51,1;11385,25744;26,96;regular
AG05001100020;AG05;11;AG0511;5088;ABAM;2012;35;1;53,1;64,82;2214,516515;48,42;regular
AG05001100021;AG05;11;AG0511;5094;ABAM;2012;35;1;27,2;65,32;581,0689772;45,18;regular
AG05001100022;AG05;11;AG0511;5237;ABAM;1993;16;6;57,5;51,69;2596,722678;34,09;regular
AG05001100023;AG05;11;AG0511;83;ABAM;2012;35;1;20,7;72,03;336,535259;27,98;regular
AG05001100024;AG05;11;AG0511;87;TSHE;2012;35;1;19,3;67,26;292,5529619;39,64;regular
AG05001100025;AG05;11;AG0511;90;TSHE;2012;35;1;25,7;53,69;518,7476329;49,53;regular
AG05001100026;AG05;11;AG0511;2572;ABAM;2012;35;1;17,1;64,29;229,658277;28,47;regular
AG05001100027;AG05;11;AG0511;2778;ABAM;2012;35;1;18;53,7;254,4690049;43,82;regular
AG05001100028;AG05;11;AG0511;2783;TSHE;2012;35;1;16,9;56,02;224,3175694;48,5;regular
AG05001100029;AG05;11;AG0511;2146;TABR;2017;40;2;16,4;69,11094472;211,24069;36,44771832;regular
AG05001100030;AG05;11;AG0511;2196;TSHE;2017;40;2;15,8;54,84246282;196,0667975;26,8957199;regular
AG05001200001;AG05;12;AG0512;5058;TABR;2012;35;1;21,1;51,6;349,6671163;23,11;regular
AG05001200002;AG05;12;AG0512;5059;ABAM;1993;16;6;54,4;60,34;2324,275909;24,01;regular
AG05001200003;AG05;12;AG0512;5060;TABR;2012;35;1;22,1;68,47;383,596317;24,02;regular
AG05001200004;AG05;12;AG0512;5061;TSHE;2012;35;1;29,8;72,32;697,464985;24,09;regular
AG05001200005;AG05;12;AG0512;5062;ABAM;2012;35;1;75,6;72,93;4488,833247;22,69;regular
AG05001200006;AG05;12;AG0512;5063;PSME;2012;35;1;123,1;72,84;11901,61746;19,7;regular
AG05001200007;AG05;12;AG0512;5064;THPL;2012;35;1;65,5;74,01;3369,554471;17,86;regular
AG05001200008;AG05;12;AG0512;5065;THPL;2012;35;1;57,5;65,79;2596,722678;15,08;regular
AG05001200009;AG05;12;AG0512;5066;THPL;2012;35;1;65;64,77;3318,30724;14,8;regular
AG05001200010;AG05;12;AG0512;5067;THPL;2012;35;1;57,9;63,72;2632,976657;12,86;regular
AG05001200011;AG05;12;AG0512;5068;ABAM;2008;31;6;54,6;55,71;2341,397589;14,41;regular
AG05001200012;AG05;12;AG0512;5069;THPL;2012;35;1;66;53,39;3421,1944;15,75;regular
AG05001200013;AG05;12;AG0512;5070;TABR;1981;4;6;23,3;53,47;426,3848089;14,23;regular
AG05001200014;AG05;12;AG0512;5071;TABR;2012;35;1;24,7;56,07;479,1635655;11,23;regular
AG05001200015;AG05;12;AG0512;5072;ABAM;1993;16;6;60,2;55,65;2846,31436;5,65;regular
AG05001200016;AG05;12;AG0512;5073;THPL;2012;35;1;35,4;68,29;984,2295624;9,33;regular
AG05001200017;AG05;12;AG0512;5074;ABAM;2012;35;1;43,6;66,55;1493,010493;5,47;regular
AG05001200018;AG05;12;AG0512;5075;THPL;2012;35;1;69,9;70,02;3837,46328;4,78;regular
AG05001200019;AG05;12;AG0512;5076;TSHE;1998;21;6;31,6;70,59;784,26719;4,19;regular
AG05001200020;AG05;12;AG0512;5077;ABAM;2012;35;1;62,2;73,99;3038,57983;3,75;regular
AG05001200021;AG05;12;AG0512;5078;TSHE;2012;35;1;18,2;74,82;260,1552876;0,37;regular
AG05001200022;AG05;12;AG0512;5079;ABAM;2012;35;1;20;65,42;314,1592654;2,67;regular
AG05001200023;AG05;12;AG0512;5080;PSME;2012;35;1;165;61,56;21382,465;2,55;regular
AG05001200024;AG05;12;AG0512;5081;TSHE;2012;35;1;39,3;58,96;1213,039609;2,9;regular
AG05001200025;AG05;12;AG0512;5082;TABR;2012;35;1;22,3;53,24;390,5706527;2,39;regular
AG05001200026;AG05;12;AG0512;5239;ABAM;1998;21;6;53,4;57,62;2239,609987;22,34;regular
AG05001200027;AG05;12;AG0512;5240;TABR;2012;35;6;21,5;57,54;363,050301;21,15;regular
AG05001200028;AG05;12;AG0512;5241;TSHE;1981;4;6;65,3;64,03;3349,008455;20,71;regular
AG05001200029;AG05;12;AG0512;3761;THPL;2012;35;1;20,5;75,96;330,0635782;23,12;regular
AG05001200030;AG05;12;AG0512;2564;TSHE;2012;35;1;18,1;66,95;257,3042923;6,34;regular
AG05001200031;AG05;12;AG0512;2784;TSHE;2017;40;1;20,4;58,8849147;326,8512997;14,43327376;regular
AG05001200032;AG05;12;AG0512;2401;ABAM;2012;35;2;16;63,38;201,0619298;15,94;regular
AG05001200033;AG05;12;AG0512;2165;TSHE;2017;40;2;15,7;70,12599331;193,5927933;11,89638049;regular
AG05001200034;AG05;12;AG0512;2194;TABR;2017;40;2;15,8;58,68537365;196,0667975;4,755284511;regular
AG05001200035;AG05;12;AG0512;2195;TABR;2017;40;2;15;58,68595936;176,7145868;4,751327626;regular
AG05001300001;AG05;13;AG0513;5042;ABAM;1987;10;6;23;49,55;415,4756284;42,59;regular
AG05001300002;AG05;13;AG0513;5083;ABAM;2012;35;1;7,4;32,43;43,00840343;47,86;small
AG05001300003;AG05;13;AG0513;5084;TSHE;2012;35;1;10,6;31,25;88,24733764;45,69;small
AG05001300004;AG05;13;AG0513;5085;TSHE;1993;16;6;8,3;34,29;54,10607948;45,53;small
AG05001300005;AG05;13;AG0513;5086;ABAM;2012;35;1;11,2;33,62;98,52034562;49,7;small
AG05001300006;AG05;13;AG0513;5087;ABAM;1993;16;6;42,5;39,41;1418,625433;45,87;regular
AG05001300007;AG05;13;AG0513;5089;ABAM;2012;35;1;17,4;42,65;237,787148;49,37;regular
AG05001300008;AG05;13;AG0513;5090;ABAM;2008;31;6;52,3;48,68;2148,291742;48,88;regular
AG05001300009;AG05;13;AG0513;5091;ABAM;1993;16;6;54,3;46,77;2315,738631;43,72;regular
AG05001300010;AG05;13;AG0513;5092;ABAM;1998;21;6;52,7;40,72;2181,278465;43,17;regular
AG05001300011;AG05;13;AG0513;5093;TSHE;2008;31;6;22,4;39,43;394,0813825;42,57;regular
AG05001300012;AG05;13;AG0513;5095;ABAM;2012;35;1;55,2;34;2393,13962;42,93;regular
AG05001300013;AG05;13;AG0513;5096;ABAM;2012;35;1;63,2;29,17;3137,06876;44,05;regular
AG05001300014;AG05;13;AG0513;5097;ABAM;2012;35;1;43,5;28,71;1486,169675;42,27;regular
AG05001300015;AG05;13;AG0513;5098;TSHE;2012;35;1;16,4;32,39;211,24069;40,98;regular
AG05001300016;AG05;13;AG0513;5099;ABAM;1993;16;6;6,5;29,12;33,1830724;41,19;small
AG05001300017;AG05;13;AG0513;5100;ABAM;2012;35;1;49,3;28,6;1908,902382;40,4;regular
AG05001300018;AG05;13;AG0513;5101;ABAM;2012;35;1;12,8;31,89;128,6796351;39,98;small
AG05001300019;AG05;13;AG0513;5102;ABAM;2012;35;1;8,4;32,25;55,41769441;39,12;small
AG05001300020;AG05;13;AG0513;5103;ABAM;1993;16;6;6,8;27,76;36,31681108;38,55;small
AG05001300021;AG05;13;AG0513;5104;TSHE;2012;35;1;18,9;25,39;280,5520779;38,59;regular
AG05001300022;AG05;13;AG0513;5105;TSHE;2012;35;1;22;25,93;380,1327111;34,99;regular
AG05001300023;AG05;13;AG0513;5106;THPL;2012;35;1;62,7;29,19;3087,627946;36,16;regular
AG05001300024;AG05;13;AG0513;5107;ABAM;2012;35;1;13,1;34,2;134,7821788;35,31;small
AG05001300025;AG05;13;AG0513;5108;TSHE;2012;35;1;14,8;36,99;172,0336137;40,15;regular
AG05001300026;AG05;13;AG0513;5109;THPL;2012;35;1;75,4;42,17;4465,114223;39,82;regular
AG05001300027;AG05;13;AG0513;5110;ABAM;2012;35;1;57,1;43,61;2560,720026;39,79;regular
AG05001300028;AG05;13;AG0513;5111;ABAM;1981;4;6;26,1;48,09;535,0210829;33,86;regular
AG05001300029;AG05;13;AG0513;5112;ABAM;2012;35;1;47,9;46,92;1802,0254;32,31;regular
AG05001300030;AG05;13;AG0513;5113;ABAM;2012;35;1;52,3;49,43;2148,291742;30,08;regular
AG05001300031;AG05;13;AG0513;5114;ABAM;2012;35;1;15,6;42,31;191,134497;32,09;regular
AG05001300032;AG05;13;AG0513;5115;ABAM;2012;35;1;27,2;40,93;581,0689772;29,34;regular
AG05001300033;AG05;13;AG0513;5116;TSHE;2012;35;1;18,1;35,39;257,3042923;29,48;regular
AG05001300034;AG05;13;AG0513;5117;ABAM;1982;5;6;15,3;36,95;183,8538561;29,67;regular
AG05001300035;AG05;13;AG0513;5118;ABAM;2012;35;1;11,2;34,13;98,52034562;32,19;small
