dbcode;entity;tree_id;psp_studyid;stand_id;plot;quarter;species;tag;year;tree_status;dbh;dbh_code;canopy_class;tree_vigor;crown_ratio;main_stem;rooting;crown_pct;tree_pct;lean_angle;sampledate;check_notes;db_notes;new_mapping
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;1978;1;48,2;G;I;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;1984;1;48,2;G;I;2;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;1990;1;48,6;G;I;1;50;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;1995;1;49;G;I;1;50;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;2002;1;49,6;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;2008;1;50,3;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;2012;1;50,4;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100001;MRRS;AB08;1;0;TSHE;4001;2017;1;50,6;G;U;1;NA;1;1;100;100;5;27.08.2017 00:00;WtchBrm;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;1978;1;76,3;G;C;1;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;1984;1;76,8;G;C;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;1990;1;77,3;G;C;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;1995;1;78,7;G;C;1;15;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;2002;1;79,5;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;2008;1;80,6;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;2012;1;81,1;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100002;MRRS;AB08;1;0;TSHE;4002;2017;1;81,6;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;"WtchBrm; StemSwp";;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;1978;1;15,7;G;I;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;1984;1;16,5;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;1990;1;17,7;G;I;1;30;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;1995;1;18,3;G;I;1;30;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;2002;1;19,3;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;2008;1;20;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;2012;1;20;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;DDC;;
TV010;2;AB08000100003;MRRS;AB08;1;0;TSHE;4003;2017;1;20,2;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;WtchBrm;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;1978;1;50,5;1;C;1;NA;1;1;100;100;0;01.07.1978 00:00;Recorded dbh =  52.6;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;1984;1;51,2;G;C;2;NA;1;1;100;100;0;01.06.1984 00:00;DEAD TOP IN '84;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;1990;1;51,9;G;C;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;1995;1;52,5;G;C;1;40;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;2002;1;53,2;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;2008;1;54,8;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;2012;1;53,7;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;DDC;;
TV010;2;AB08000100004;MRRS;AB08;1;0;TSHE;4004;2017;1;54;G;U;1;NA;1;1;70;100;0;27.08.2017 00:00;WtchBrm;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;1978;1;18,5;G;I;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;1984;1;19,7;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;1990;1;20,9;G;I;1;50;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;1995;1;21,9;G;I;1;20;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;2002;1;23,5;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;2008;1;24,1;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;2012;1;24,4;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100005;MRRS;AB08;1;0;TSHE;4005;2017;1;24,5;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;"StemSwp; WtchBrm";;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;1978;1;25,2;G;I;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;1984;1;26,5;G;I;2;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;1990;1;27,7;G;I;1;30;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;1995;1;27,9;G;I;1;15;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;2002;1;28,8;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;2008;1;30;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;2012;1;30,1;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100006;MRRS;AB08;1;0;ABAM;4006;2017;1;30,4;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;1978;1;47,4;G;I;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;1984;1;48,4;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;1990;1;50,1;G;I;1;60;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;1995;1;51,5;G;I;1;40;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;2002;1;53,7;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;2008;1;55,6;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;2012;1;57;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100007;MRRS;AB08;1;0;THPL;4008;2017;1;58,2;G;U;1;NA;1;1;100;100;5;27.08.2017 00:00;;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;1978;1;20,3;1;I;2;NA;1;1;100;100;0;01.07.1978 00:00;Recorded dbh = 24.5;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;1984;1;21,1;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;1990;1;21,9;G;I;1;60;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;1995;1;22,7;G;I;1;30;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;2002;1;24,2;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;2008;1;25,3;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;2012;1;25,6;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100008;MRRS;AB08;1;0;TSHE;4009;2017;1;26,9;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;WtchBrm;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;1978;1;48;G;I;1;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;1984;1;49,2;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;1990;1;51;G;I;1;60;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;1995;1;51,6;G;C;1;60;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;2002;1;54;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;2008;1;54,7;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;2012;1;55,4;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100009;MRRS;AB08;1;0;THPL;4010;2017;1;56,5;G;U;1;NA;1;1;100;100;10;27.08.2017 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;1978;1;79,6;G;D;1;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;1984;1;79,8;G;D;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;1990;1;80,3;G;C;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;1995;1;80,6;G;D;1;45;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;2002;1;81,2;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;2008;1;82,2;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;2012;1;82,5;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100010;MRRS;AB08;1;0;PSME;4011;2017;1;83;G;U;1;NA;1;1;100;100;5;27.08.2017 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;1978;1;61,3;G;C;1;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;1984;1;63;G;C;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;1990;1;64;G;C;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;1995;1;65;G;D;1;30;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;2002;1;66,4;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;2008;1;68;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;2012;1;68,6;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100011;MRRS;AB08;1;0;TSHE;4012;2017;1;70;G;U;1;NA;1;1;100;100;5;27.08.2017 00:00;Mistletoe;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;1978;1;50,5;G;C;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;1984;1;51,1;G;C;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;1990;1;51,7;G;C;1;50;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;1995;1;52,3;G;C;1;30;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;2002;1;53,2;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;2008;1;54,1;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;2012;1;54,5;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100012;MRRS;AB08;1;0;TSHE;4013;2017;1;55;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;"WtchBrm; Mistletoe";;
TV010;2;AB08000100013;MRRS;AB08;1;0;TSHE;4014;1978;1;26,1;G;S;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100013;MRRS;AB08;1;0;TSHE;4014;1984;1;26,6;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100013;MRRS;AB08;1;0;TSHE;4014;1990;1;27,3;G;I;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100013;MRRS;AB08;1;0;TSHE;4014;1995;1;27,9;G;I;1;15;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100013;MRRS;AB08;1;0;TSHE;4014;2002;1;29,2;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;1978;1;20,5;G;S;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;1984;1;20,6;G;S;2;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;1990;1;20,9;G;S;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;1995;1;21,2;G;I;1;30;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;2002;1;21,5;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;2008;1;22;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;2012;1;22,2;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100014;MRRS;AB08;1;0;TSHE;4015;2017;1;22;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;"DDC; WtchBrm";;
TV010;2;AB08000100015;MRRS;AB08;1;0;TSHE;4016;1978;1;84,1;G;D;1;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100015;MRRS;AB08;1;0;TSHE;4016;1984;1;85,1;G;D;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100015;MRRS;AB08;1;0;TSHE;4016;1990;1;86,2;G;D;1;60;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100015;MRRS;AB08;1;0;TSHE;4016;1995;1;87,3;G;D;1;40;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100015;MRRS;AB08;1;0;TSHE;4016;2002;1;89;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100015;MRRS;AB08;1;0;TSHE;4016;2008;1;90,7;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100015;MRRS;AB08;1;0;TSHE;4016;2012;1;91,5;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;1978;1;68,1;G;D;1;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;1984;1;68,6;G;D;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;1990;1;69,3;G;D;1;60;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;1995;1;69,9;G;C;1;50;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;2002;1;70,8;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;2008;1;71,7;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;2012;1;72,1;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100016;MRRS;AB08;1;0;TSHE;4017;2017;1;73;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;WtchBrm;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;1978;1;17,9;G;I;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;1984;1;20;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;1990;1;21,8;G;I;1;70;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;1995;1;22,4;G;I;1;30;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;2002;1;23,9;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;from 4003, 2.7m @ 268 deg.;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;2008;1;24,4;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;2012;1;24,6;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;DDC;;
TV010;2;AB08000100017;MRRS;AB08;1;0;TSHE;4540;2017;1;24,7;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;WtchBrm;;
TV010;2;AB08000100018;MRRS;AB08;1;0;TSHE;4007;1984;2;17,5;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000100018;MRRS;AB08;1;0;TSHE;4007;1990;1;18,3;G;S;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100018;MRRS;AB08;1;0;TSHE;4007;1995;1;19,4;G;I;1;20;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100018;MRRS;AB08;1;0;TSHE;4007;2002;1;20,5;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100018;MRRS;AB08;1;0;TSHE;4007;2008;1;21,5;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100018;MRRS;AB08;1;0;TSHE;4007;2012;1;22,1;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100018;MRRS;AB08;1;0;TSHE;4007;2017;1;22,3;G;U;1;NA;1;1;100;100;5;27.08.2017 00:00;;;
TV010;2;AB08000100019;MRRS;AB08;1;0;TSHE;8668;1990;2;15;G;S;1;70;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100019;MRRS;AB08;1;0;TSHE;8668;1995;1;15,3;G;S;1;15;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100019;MRRS;AB08;1;0;TSHE;8668;2002;1;15,7;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100019;MRRS;AB08;1;0;TSHE;8668;2008;1;16,4;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100019;MRRS;AB08;1;0;TSHE;8668;2012;1;16,4;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;DDC;;
TV010;2;AB08000100019;MRRS;AB08;1;0;TSHE;8668;2017;1;16,2;G;U;2;NA;1;1;100;100;0;27.08.2017 00:00;"DDC; FltTp";;
TV010;2;AB08000100020;MRRS;AB08;1;0;TSHE;8669;1990;2;15;G;I;1;75;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000100020;MRRS;AB08;1;0;TSHE;8669;1995;1;15,9;G;S;1;35;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100020;MRRS;AB08;1;0;TSHE;8669;2002;1;17,3;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100020;MRRS;AB08;1;0;TSHE;8669;2008;1;17,8;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100020;MRRS;AB08;1;0;TSHE;8669;2012;1;17,9;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100020;MRRS;AB08;1;0;TSHE;8669;2017;1;18,1;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;"FltTp; WtchBrm";;
TV010;2;AB08000100021;MRRS;AB08;1;0;ABAM;8483;1995;2;15,4;G;S;1;40;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000100021;MRRS;AB08;1;0;ABAM;8483;2002;1;16,9;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000100021;MRRS;AB08;1;0;ABAM;8483;2008;1;18,4;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100021;MRRS;AB08;1;0;ABAM;8483;2012;1;19,3;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000100021;MRRS;AB08;1;0;ABAM;8483;2017;1;20,3;G;U;1;NA;1;1;100;100;0;27.08.2017 00:00;;;
TV010;2;AB08000100022;MRRS;AB08;1;0;TSHE;19;2002;2;15;G;S;1;15;1;1;100;100;0;01.06.2002 00:00;from 4004, 3.65m at 355 deg, dead top, mistletoe;;
TV010;2;AB08000100022;MRRS;AB08;1;0;TSHE;19;2008;1;15,2;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000100022;MRRS;AB08;1;0;TSHE;19;2012;1;15,1;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;DDC, dead top;;
TV010;2;AB08000100022;MRRS;AB08;1;0;TSHE;19;2017;1;15,3;G;U;2;NA;1;1;20;100;0;27.08.2017 00:00;DdTp;;
TV010;2;AB08000200001;MRRS;AB08;2;0;TSHE;4018;1978;1;40,3;G;C;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000200001;MRRS;AB08;2;0;TSHE;4018;1984;1;40,4;G;I;3;NA;1;1;100;100;0;01.06.1984 00:00;TOP COMPLETLY OUT IN '84;;
TV010;2;AB08000200001;MRRS;AB08;2;0;TSHE;4018;1990;1;40,4;G;I;1;30;1;1;100;100;0;01.08.1990 00:00;SPIKE TOP;;
TV010;2;AB08000200001;MRRS;AB08;2;0;TSHE;4018;1995;1;40,5;G;I;2;5;1;1;100;100;0;01.08.1995 00:00;TOP COMPLETLY OUT IN;;
TV010;2;AB08000200001;MRRS;AB08;2;0;TSHE;4018;2002;1;40,3;V;U;1;NA;1;1;100;100;0;01.08.2002 00:00;DDC;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;1978;1;27,5;G;I;2;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;1984;1;28,5;G;I;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;1990;1;29,6;G;I;1;50;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;1995;1;30,4;G;I;1;25;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;2002;1;31,5;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;2008;1;32,4;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;2012;1;33,6;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
TV010;2;AB08000200002;MRRS;AB08;2;0;TSHE;4019;2017;1;34;G;U;1;NA;1;1;100;100;5;27.08.2017 00:00;;;
TV010;2;AB08000200003;MRRS;AB08;2;0;PSME;4020;1978;1;67,9;G;D;1;NA;1;1;100;100;0;01.07.1978 00:00;;;
TV010;2;AB08000200003;MRRS;AB08;2;0;PSME;4020;1984;1;68,4;G;D;1;NA;1;1;100;100;0;01.06.1984 00:00;;;
TV010;2;AB08000200003;MRRS;AB08;2;0;PSME;4020;1990;1;69,3;G;D;1;40;1;1;100;100;0;01.08.1990 00:00;;;
TV010;2;AB08000200003;MRRS;AB08;2;0;PSME;4020;1995;1;69,7;G;D;1;40;1;1;100;100;0;01.08.1995 00:00;;;
TV010;2;AB08000200003;MRRS;AB08;2;0;PSME;4020;2002;1;70,8;G;U;1;NA;1;1;100;100;0;01.08.2002 00:00;;;
TV010;2;AB08000200003;MRRS;AB08;2;0;PSME;4020;2008;1;71,6;G;U;U;NA;1;1;100;100;0;01.07.2008 00:00;;;
TV010;2;AB08000200003;MRRS;AB08;2;0;PSME;4020;2012;1;72,8;G;U;1;NA;1;1;100;100;0;29.08.2012 00:00;;;
